# S3M Vendor Repos Manifest
# Auto-generated from packages/integrations/*/*/manifest.yaml
# Format: domain|slug|url|license|name
# Total entries: 447
# Generated: 2026-04-10T09:16:48.296924+00:00
navigation|lio-sam-6axis|https://github.com/JokerJohn/LIO_SAM_6AXIS|(BSD-style)|LIO_SAM_6AXIS
navigation|model-inference-deployment|https://github.com/Yulv-git/Model-Inference-Deployment|MIT|Model-Inference-Deployment
navigation|moveit-motion-planning|https://github.com/moveit/moveit|BSD|MoveIt (motion planning)
navigation|mpc-planner|https://github.com/tud-amr/mpc_planner|MIT|mpc_planner
navigation|nav2-ros2-navigation|https://github.com/ros-planning/navigation2|BSD|nav2 (ROS2 Navigation)
navigation|nmpc-px4-ros2|https://github.com/kousheekc/nmpc_px4_ros2|MIT|nmpc_px4_ros2
navigation|ompl|https://github.com/ompl/ompl|BSD|OMPL
navigation|onnxruntime|https://github.com/microsoft/onnxruntime|MIT|onnxruntime
navigation|onnxruntime-tensorrt|https://github.com/umitkacar/Onnxruntime-TensorRT|MIT|Onnxruntime-TensorRT
navigation|openvins|https://github.com/rpng/open_vins|(BSD-style)|OpenVINS
navigation|quadrotor-acados|https://github.com/duynamrcv/quadrotor_acados|MIT|quadrotor_acados
navigation|ros2-nmpc-acados|https://github.com/SokhengDin/ROS2-NMPC-ACADOS|MIT|ROS2-NMPC-ACADOS
navigation|rpg-mpc|https://github.com/uzh-rpg/rpg_mpc|(BSD-style)|rpg_mpc
navigation|rpg-quadrotor-control-related|https://github.com/uzh-rpg/rpg_quadrotor_control|(BSD-style)|rpg_quadrotor_control (related)
navigation|sc-lio-sam|https://github.com/gisbi-kim/SC-LIO-SAM|(BSD-style)|SC-LIO-SAM
navigation|tensorrt-edge-llm|https://github.com/NVIDIA/TensorRT-Edge-LLM|(NVIDIA)|TensorRT-Edge-LLM
navigation|tensorrt-nvidia-official|https://github.com/NVIDIA/TensorRT|Proprietary (free fo|TensorRT (NVIDIA official)
navigation|trajectory-optimization|https://github.com/Zhefan-Xu/trajectory_optimization|(ICRA-style)|trajectory_optimization
navigation|tvm|https://github.com/apache/tvm|Apache 2.0|tvm
navigation|vins-fusion|https://github.com/HKUST-Aerial-Robotics/VINS-Fusion|(BSD-style)|VINS-Fusion
navigation|visionuav-navigation|https://github.com/sidharthmohannair/VisionUAV-Navigation|MIT|VisionUAV-Navigation
navigation|visual-slam-ros2|https://github.com/imnuman/visual-slam-ros2|MIT|visual-slam-ros2
navigation|vslam-uav|https://github.com/bandofpv/VSLAM-UAV|MIT|VSLAM-UAV
readiness|arab-osc|https://github.com/Link-/Arab_OSC|Unknown|Arab_OSC
readiness|army-tool|https://github.com/Kontogiorgakis/Army-Tool|Unknown|Army-Tool
readiness|armyscripts|https://github.com/uplusion23/ArmyScripts|Unknown|ArmyScripts
readiness|armyunit-hr-app|https://github.com/athamana/ArmyUnit-HR-App|Unknown|ArmyUnit-HR-App
readiness|aureuserp|https://github.com/aureuserp/aureuserp|Unknown|aureuserp
readiness|blueseererp|https://github.com/blueseerERP/blueseer|Unknown|blueseerERP
readiness|clermont|https://github.com/SageHourihan/clermont|Unknown|Clermont
readiness|employee-project-management-platform|https://github.com/arnobt78/Employee-Project-Management-Platform--Angular-FullStack|Unknown|Employee-Project-Management-Platform
readiness|employee-training-dashboard|https://github.com/Hari-Vijayaraghavan96/Employee_Training_Dashboard|Unknown|Employee_Training_Dashboard
readiness|employeetrackingsystem|https://github.com/AkshandraSingh/EmployeeTrackingSystem|Unknown|EmployeeTrackingSystem
readiness|erpnext|https://github.com/frappe/erpnext|Unknown|erpnext
readiness|horilla|https://github.com/horilla-opensource/horilla|Unknown|horilla
readiness|hr-management-system|https://github.com/ahmed-fawzy99/hr-management-system|Unknown|hr-management-system
readiness|hr-oca|https://github.com/OCA/hr|Unknown|hr (OCA)
readiness|hrms|https://github.com/frappe/hrms|Unknown|hrms
readiness|hrms_laravel|https://github.com/amralsaleeh/HRMS|Unknown|HRMS
readiness|learnhouse|https://github.com/learnhouse/learnhouse|Unknown|learnhouse
readiness|lms|https://github.com/frappe/lms|Unknown|lms
readiness|military-management-system|https://github.com/vansh18/Military-Management-System|Unknown|Military-Management-System
readiness|mtc-cms|https://github.com/AnatoliiShliakhto/mtc-cms|Unknown|mtc-cms
readiness|odin|https://github.com/syncpoint/ODIN|Unknown|ODIN
readiness|odoo-core-+-modules|https://github.com/odoo/odoo|Unknown|odoo (core + modules)
readiness|openspp-modules|https://github.com/OpenSPP/openspp-modules|Unknown|openspp-modules
readiness|orbat-mapper|https://github.com/orbat-mapper/orbat-mapper|Unknown|orbat-mapper
readiness|osint-war-room|https://github.com/Hue-Jhan/OSINT-War-Room|Unknown|OSINT-War-Room
readiness|patternfly|https://github.com/patternfly (mission-control examples)|Unknown|patternfly
readiness|riyaerp-hrms|https://github.com/TheLogicIraqCompany/RiyaErp-hrms|Unknown|RiyaErp-hrms
readiness|smart.lms|https://github.com/rcarubbi/Smart.LMS|Unknown|Smart.LMS
readiness|worldmonitor|https://github.com/koala73/worldmonitor|Unknown|worldmonitor
sensor_analytics|ais-visual-fusion|https://github.com/QuJX/AIS-Visual-Fusion|Unknown|AIS-Visual-Fusion
sensor_analytics|arcticshadowtracker|https://github.com/henrfo/ArcticShadowTracker|Unknown|ArcticShadowTracker
sensor_analytics|awesome-geospatial|https://github.com/sacridini/Awesome-Geospatial|Unknown|Awesome-Geospatial
sensor_analytics|awesome-gis|https://github.com/sshuair/awesome-gis|Unknown|awesome-gis
sensor_analytics|awesome-remote-sensing-foundation-models|https://github.com/Jack-bo1220/Awesome-Remote-Sensing-Foundation-Models|Unknown|Awesome-Remote-Sensing-Foundation-Models
sensor_analytics|border-surveillance-system|https://github.com/subhayudas/Border-Surveillance-System|Unknown|Border-Surveillance-System
sensor_analytics|custom-scripts|https://github.com/sentinel-hub/custom-scripts|Unknown|custom-scripts
sensor_analytics|debasis-dotcom-ship-detection-from-satel|https://github.com/debasis-dotcom/Ship-Detection-from-Satellite-Images-using-YOLOV4|Unknown|debasis-dotcom/Ship-Detection-from-Satellite-Images-using-YOLOV4
sensor_analytics|eo-learn|https://github.com/sentinel-hub/eo-learn|Unknown|eo-learn
sensor_analytics|fyp-maritime-surveillance|https://github.com/sakunaharinda/FYP-Maritime_Surveillance|Unknown|FYP-Maritime_Surveillance
sensor_analytics|geoai|https://github.com/opengeos/geoai|Unknown|geoai
sensor_analytics|geotracknet|https://github.com/CIA-Oceanix/GeoTrackNet|Unknown|GeoTrackNet
sensor_analytics|military-tools-geoprocessing-toolbox|https://github.com/Esri/military-tools-geoprocessing-toolbox|Unknown|military-tools-geoprocessing-toolbox
sensor_analytics|player-tool|https://github.com/alvarolb/player-tool|Unknown|player-tool
sensor_analytics|sar-ship-dataset|https://github.com/CAESAR-Radi/SAR-Ship-Dataset|Unknown|SAR-Ship-Dataset
sensor_analytics|sar-ship-detect|https://github.com/armkhudinyan/sar-ship-detect|Unknown|sar-ship-detect
sensor_analytics|sar-shipdet-dataset-processor|https://github.com/egshkim/SAR-ShipDet-Dataset-Processor|Unknown|SAR-ShipDet-Dataset-Processor
sensor_analytics|sarfish|https://github.com/DIUx-xView/SARFish|Unknown|SARFish
sensor_analytics|sarmssd|https://github.com/buyukkanber/SARMSSD|Unknown|SARMSSD
sensor_analytics|satellite-imagery-datasets-containing-sh|https://github.com/jasonmanesis/Satellite-Imagery-Datasets-Containing-Ships|Unknown|Satellite-Imagery-Datasets-Containing-Ships
sensor_analytics|segment-geospatial|https://github.com/opengeos/segment-geospatial|Unknown|segment-geospatial
sensor_analytics|ship-detection-on-remote-sensing-synthet|https://github.com/jasonmanesis/Ship-Detection-on-Remote-Sensing-Synthetic-Aperture-Radar-Data|Unknown|Ship-Detection-on-Remote-Sensing-Synthetic-Aperture-Radar-Data
sensor_analytics|ship-detection-using-satellite-imagery|https://github.com/Dhruvisha29/Ship-Detection-Using-Satellite-Imagery|Unknown|Ship-Detection-Using-Satellite-Imagery
sensor_analytics|ship-detection-using-satellite-images|https://github.com/SherinBK/Ship-detection|Unknown|Ship-Detection-Using-Satellite-Images
sensor_analytics|speckle2void|https://github.com/Swarno-Coder/speckle2void|Unknown|speckle2void
sensor_analytics|track-my-voyage|https://github.com/gopika-10/TRACK-MY-VOYAGE|Unknown|TRACK-MY-VOYAGE
sensor_analytics|yolov8-sar-ship-detection|https://github.com/sethubolt7/YOLOV8_SAR_SHIP_DETECTION|Unknown|YOLOV8_SAR_SHIP_DETECTION
sensor_fusion|ai-driven-threat-detection-system|https://github.com/melisa48/AI-Driven-Threat-Detection-System|MIT|AI-Driven-Threat-Detection-System
sensor_fusion|aircraftdetectionyolov5|https://github.com/pHorvat/AircraftDetectionYolov5|MIT|AircraftDetectionYolov5
sensor_fusion|automatic-target-recognition-using-sar-i|https://github.com/KhadijaKamran/Automatic-Target-Recognition-using-SAR-Imagery|MIT|Automatic-Target-Recognition-using-SAR-Imagery
sensor_fusion|awesome-radar-perception|https://github.com/ZHOUYI1023/awesome-radar-perception|MIT|awesome-radar-perception
sensor_fusion|awesome-threat-detection|https://github.com/0x4D31/awesome-threat-detection|MIT|awesome-threat-detection
sensor_fusion|drone-anomaly-detection-dataset-and-unsu|https://github.com/isot-lab/Drone-Anomaly-Detection-Dataset-and-Unsupervised-Machine-Learning|MIT|Drone-Anomaly-Detection-Dataset-and-Unsupervised-Machine-Learning
sensor_fusion|fuse|https://github.com/locusrobotics/fuse|BSD|fuse
sensor_fusion|fusiontracking|https://github.com/TUMFTM/FusionTracking|(Research)|FusionTracking
sensor_fusion|kinematic-arbiter|https://github.com/riscmaster/kinematic_arbiter|MIT|kinematic_arbiter
sensor_fusion|lidar-radar-fusion-ekf-ukf|https://github.com/cggos/lidar_radar_fusion_ekf_ukf|MIT|lidar_radar_fusion_ekf_ukf
sensor_fusion|liv-handhold-2|https://github.com/hku-mars/LIV_handhold_2|MIT|LIV_handhold_2
sensor_fusion|m2s2|https://github.com/African-Robotics-Unit/M2S2|MIT|M2S2
sensor_fusion|m3dgr|https://github.com/sjtuyinjie/M3DGR|MIT|M3DGR
sensor_fusion|machine-learning-based-intrusion-detecti|https://github.com/uamughal/Machine-Learning-Based-Intrusion-Detection-System|MIT|Machine-Learning-Based-Intrusion-Detection-System
sensor_fusion|military-detect|https://github.com/Erichen911/Military-Detect|MIT|Military-Detect
sensor_fusion|military-target-and-equipment-detection|https://github.com/KarthikPrabhu2541/Military-Target-and-Equipment-Detection|MIT|Military-Target-and-Equipment-Detection
sensor_fusion|military-yolov5|https://github.com/devavinothm/military-yolov5|MIT|military-yolov5
sensor_fusion|orion|https://github.com/jonasrenault/orion|MIT|orion
sensor_fusion|particle-filter|https://github.com/JMU-ROBOTICS-VIVA/particle_filter|MIT|particle_filter
sensor_fusion|perception-interfaces|https://github.com/ika-rwth-aachen/perception_interfaces|MIT|perception_interfaces
sensor_fusion|perception-vault|https://github.com/peakyquest/perception_vault|MIT|perception_vault
sensor_fusion|ros-perception|https://github.com/ros-perception|BSD|ros-perception
sensor_fusion|ros-sensor-fusion-tutorial|https://github.com/methylDragon/ros-sensor-fusion-tutorial|MIT|ros-sensor-fusion-tutorial
sensor_fusion|rt-detr|https://github.com/lyuwenyu/RT-DETR|Apache 2.0|RT-DETR
sensor_fusion|sensor-fusion|https://github.com/BDEvan5/sensor_fusion|MIT|sensor_fusion
sensor_fusion|smart-track|https://github.com/mzahana/smart_track|MIT|smart_track
sensor_fusion|truth-zeeker-ai-public|https://github.com/dr-rakshith-truth-zeeker/Truth-Zeeker-AI-Public|MIT|Truth-Zeeker-AI-Public
sensor_fusion|uav-tracking-tank|https://github.com/adityachintala/UAV-tracking-tank|MIT|UAV-tracking-tank
sensor_fusion|uavswarm-dataset|https://github.com/UAVSwarm/UAVSwarm-dataset|MIT|UAVSwarm-dataset
sensor_fusion|ultralytics-yolov8-yolo11|https://github.com/ultralytics/ultralytics|AGPL-3.0|ultralytics (YOLOv8/YOLO11)
sensor_fusion|zeek-anomaly-detector|https://github.com/stratosphereips/zeek_anomaly_detector|MIT|zeek_anomaly_detector
simulation|airsim|https://github.com/microsoft/AirSim|MIT|AirSim
simulation|awesome-synthetic-data|https://github.com/statice/awesome-synthetic-data|MIT|awesome-synthetic-data
simulation|bcr-arm|https://github.com/blackcoffeerobotics/bcr_arm|(Open)|bcr_arm
simulation|ctgan|https://github.com/sdv-dev/CTGAN|MIT|CTGAN
simulation|datasynthesizer|https://github.com/DataResponsibly/DataSynthesizer|MIT|DataSynthesizer
simulation|doppelganger|https://github.com/fjxmlzn/DoppelGANger|(Open)|DoppelGANger
simulation|drone-simulator-cyber-physical|https://github.com/patilunmesh/drone_simulator|(Open)|drone_simulator (cyber-physical)
simulation|flightmare|https://github.com/uzh-rpg/flightmare|(BSD-style)|flightmare
simulation|gz-sim-gazebo-sim|https://github.com/gazebosim/gz-sim|Apache 2.0|gz-sim (Gazebo Sim)
simulation|masendor|https://github.com/remance/Masendor|GPL-3.0|Masendor
simulation|military-drones-vortex|https://github.com/Manohara-Ai/VorteX|Apache 2.0|Military_Drones (VorteX)
simulation|military-simulator|https://github.com/jfeng530/Military-Simulator|MIT|Military-Simulator
simulation|panopticon|https://github.com/Panopticon-AI-team/panopticon|MIT|panopticon
simulation|paradigmbattlesimulator|https://github.com/MadGuarang/ParadigmBattleSimulator|Apache 2.0|ParadigmBattleSimulator
simulation|pycmo|https://github.com/duyminh1998/pycmo|MIT|pycmo
simulation|python-battlesim|https://github.com/GiladTrachtenberg/python-battlesim|MIT|python-battlesim
simulation|rotors-simulator|https://github.com/ethz-asl/rotors_simulator|(BSD-style)|rotors_simulator
simulation|satellite-jamming-simulator|https://github.com/deptofdefense/satellite-jamming-simulator(archived|MIT|satellite-jamming-simulator
simulation|sdv-synthetic-data-vault|https://github.com/sdv-dev/SDV|MIT|SDV (Synthetic Data Vault)
simulation|synthea|https://github.com/synthetichealth/synthea|MIT|Synthea
simulation|tgan|https://github.com/sdv-dev/TGAN|MIT|TGAN
swarm|aerostack2|https://github.com/aerostack2/aerostack2|(ROS2-style)|aerostack2
swarm|amos-autonomous-mission-orchestration-sy|https://github.com/merkuriddg/amos-autonomous_mission_orchestration_system|Apache 2.0|amos-autonomous_mission_orchestration_system
swarm|ardupilot-multiagent-simulation|https://github.com/aau-cns/Ardupilot_Multiagent_Simulation|GPL-3.0|Ardupilot_Multiagent_Simulation
swarm|autonomous-uavs-swarm-mission|https://github.com/AlexJinlei/Autonomous_UAVs_Swarm_Mission|MIT|Autonomous_UAVs_Swarm_Mission
swarm|boomslang-c2-sim|https://github.com/kabartsjc/boomslang-c2-sim|MIT|boomslang-c2-sim
swarm|coflyers|https://github.com/micros-uav/CoFlyers|MIT|CoFlyers
swarm|crazyswarm-extensions|https://github.com/USC-ACTLab/crazyswarm|MIT|crazyswarm (extensions)
swarm|drones-swarm|https://github.com/mlpi-unipi/drones-swarm|MIT|drones-swarm
swarm|droneswarmgpt|https://github.com/The-Swarm-Corporation/DroneSwarmGPT|Apache 2.0|DroneSwarmGPT
swarm|ego-planner-swarm|https://github.com/ZJU-FAST-Lab/ego-planner-swarm|(Research)|ego-planner-swarm
swarm|grex|https://github.com/NU-IDEAS-Lab/grex|MIT|grex
swarm|heterogeneous-swarm-robotics|https://github.com/nema-oss/heterogeneous-swarm-robotics|MIT|heterogeneous-swarm-robotics
swarm|lang-air-ground-teaming|https://github.com/KumarRobotics/lang-air-ground-teaming|MIT|lang-air-ground-teaming
swarm|langostino|https://github.com/swarm-subnet/Langostino|MIT|Langostino
swarm|mavsdk-drone-show|https://github.com/alireza787b/mavsdk_drone_show|MIT|mavsdk_drone_show
swarm|mobile-swarm-navigation|https://github.com/Loki-Silvres/Mobile-Swarm-Navigation|MIT|Mobile-Swarm-Navigation
swarm|multi-agent-reinforcement-learning-activ|https://github.com/i1Cps/multi-agent-reinforcement-learning-active-slam|MIT|multi-agent-reinforcement-learning-active-slam
swarm|multi-robot-coordination-framework|https://github.com/JayDS22/Multi-Robot-Coordination-Framework|MIT|Multi-Robot-Coordination-Framework
swarm|multi-robot-ros2|https://github.com/anhbantre/multi_robot_ros2|MIT|multi_robot_ros2
swarm|multi-robot-trainer|https://github.com/zmk5/multi_robot_trainer|MIT|multi_robot_trainer
swarm|odin-c2is|https://github.com/syncpoint/ODIN|(Archived)|ODIN (C2IS)
swarm|open-dis|https://github.com/open-dis|BSD|open-dis
swarm|openc2sim---c2simartifacts|https://github.com/OpenC2SIM|(SISO)|OpenC2SIM / C2SIMArtifacts
swarm|px4-swarm-controller|https://github.com/artastier/PX4_Swarm_Controller|MIT|PX4_Swarm_Controller
swarm|rai|https://github.com/RobotecAI/rai|MIT|rai
swarm|ros2swarm|https://github.com/ROS2swarm/ROS2swarm|(ROS2-style)|ROS2swarm
swarm|swarm-formation|https://github.com/ZJU-FAST-Lab/Swarm-Formation|GPLv3|Swarm-Formation
swarm|swarm-intelligence-ros2|https://github.com/tasada038/swarm_intelligence_ros2|MIT|swarm_intelligence_ros2
swarm|swarm-slam|https://github.com/MISTLab/Swarm-SLAM|MIT|Swarm-SLAM
swarm|uav-orchestrator|https://github.com/wcipAUTH/UAV-orchestrator|MIT|UAV-orchestrator
swarm|vswarm|https://github.com/lis-epfl/vswarm|MIT|vswarm
training_sim|llmwargaming|https://github.com/ancorso/LLMWargaming|Unknown|LLMWargaming
training_sim|openalfatau|https://github.com/Vytek/OpenAlfaTau|Unknown|OpenAlfaTau
training_sim|openbw|https://github.com/OpenBW/openbw|Unknown|openbw
training_sim|wargame|https://github.com/Gornova/Wargame|Unknown|Wargame
training_sim|wargames|https://github.com/gruen/wargames|Unknown|wargames
training_sim|wargamesai|https://github.com/user1342/WargamesAI|Unknown|WargamesAI
training_sim|warshard|https://github.com/qferre/warshard|Unknown|warshard
